laboratorio,cod_Barra,producto,exist_Caja,sist_Unid,valor_unid,valor_total
DISTRIBUCION,7702137622980,CLOROX X 2000 CC,0,0,0,0
DISTRIBUCION,7709990424676,ACISKIN ESPUMA INTIMA FEMENINA *,160,0,"55,100",0
DISTRIBUCION,7707281150068,ALERGEX JB * 60 ML,0,0,"56,700",0
DISTRIBUCION,17707284960128,ALKUR SACHET CJA *,300,0,"76,000",0
DISTRIBUCION,7707188720098,BEIRA SUPLEMENTO DIETARIO SOL *,3600,0,"75,000",0
DISTRIBUCION,7707188720302,BENFER ANTIOXIDANTE UVA ROJA * 400,0,0,"62,000",0
DISTRIBUCION,7709990544619,CALCIUN-T ENDULZADO CON STEVIA *,500,0,"183,000",0
DISTRIBUCION,4051452730843,DERMIFANT CREMA CONTORNO DE OJOS *,0,0,"98,300",0
DISTRIBUCION,4051452730850,DERMIFANT CREMA FACIAL UREA 5% *,500,0,"59,200",0
DISTRIBUCION,4051452731352,DERMIFANT LIPOLOTIO CORPORAL UREA,10,0,"64,600",0
DISTRIBUCION,4051452731192,DERMIFANT LIPOLOTIO CORPORAL UREA,50,0,"59,200",0
DISTRIBUCION,4051452730737,DERMIFANT LOCION CORPORAL INFANTIL,0,0,"53,100",0
DISTRIBUCION,4051452730133,DERMIFANT SHAMPOO SUAVE ADULTO *,200,0,"50,600",0
DISTRIBUCION,7707188720463,ENTEROMEB FCO* 60 ML,0,0,"35,000",0
DISTRIBUCION,7707188720210,KEMI CALCIUM D SUPLEMENTO DIETARIO,0,0,"90,000",0
DISTRIBUCION,7709990260717,LIFE SURE-T ENDULZADO CON STEVIA *,0,0,"82,200",0
DISTRIBUCION,17707284960227,LUXFEM SACHET CJA * 28,0,0,"89,300",0
DISTRIBUCION,7707188720104,MIXAGOGO JB * 120 ML,0,0,"36,000",0
DISTRIBUCION,7709099257298,MYOESSENS SUPLEMENTO DIETARIO * 60,0,0,"90,000",0
DISTRIBUCION,7702356215245,NIMEDON 100 MG,0,0,"76,000",0
DISTRIBUCION,7709740450399,NOKTOS JBE * 120 ML,0,0,"20,000",0
DISTRIBUCION,7707188720142,PLASUNU SUPLEMENTO DIETARIO CJA *,10,0,"45,000",0
DISTRIBUCION,7707284960176,REDGRAS PARCHE,0,0,"12,500",0
DISTRIBUCION,7707344270092,RESPIMAR JB * 60 ML,0,0,"77,000",0
DISTRIBUCION,7707348530031,SKINDERM CREMA X 20 GRS,0,0,"11,500",0
DISTRIBUCION,17707284960166,ZINCAL SACHET CJA *,300,0,"89,300",0
DISTRIBUCION,17707284960234,ZIVAL SACHET CJA *,150,0,"76,000",0
DISTRIBUIDOR,7707234231608,AMIODARONA CLORHIDRATO 150MG/3ML *,0,0,"300,400",0
DISTRIBUIDOR,7707234231035,DOBUTAMINA 250 MG AMP X 20 ML,0,0,"10,300",0
DISTRIBUIDOR,7707234231172,NITROGLICERINA 50 MG * 10 ML,0,0,"13,000",0
DISTRIHOSPIT,7707020410057,AGUA DESTILADA ESTERIL X 5 ML X,1000,0,"68,750",0
DISTRIHOSPIT,8906006570962,MEROPENEM 500 MG AMP,0,0,"29,500",0
DISTRIMED DE,7861078301931,MATERNITY MAXI X 10 UND,0,0,"7,900",0
DISTRIPHARGO,7707235580019,NERVI-SERUM VITAMINADO 2ML CJA *,100,0,"30,000",0
DROFARMA LIM,7703166002446,ACEITE DE MANZANILLA X 20 ML,0,0,0,0
DROFARMA LIM,7703166002576,YODO BLANCO X 20 ML,0,0,0,0
ECAR ,7702184640029,ACIDFRUT 500 MG * 75 TAB,0,0,"20,000",0
ECAR ,7702184011911,ACIDO FOLICO 1 MG * 60 TAB,0,0,"10,800",0
ECAR ,7702184530054,ATLETICS LINIMENTO DEPORTIVO  *,2000,0,"40,000",0
ECAR ,7702184010495,ATORVASTATINA 20 MG * 10 TAB,0,0,"7,500",0
ECAR ,7702184030035,ATROPINA 1 MG * 25 AMP,0,0,"42,500",0
ECAR ,7702184690017,BACTRODERM GEL ANTIBACTERIAL * 490,0,0,"18,900",0
ECAR ,7702184570012,BIOSYLUM * 10 S/S,0,0,"46,200",0
ECAR ,7702184020098,COMPLEJO B * 120 ML,0,0,"17,300",0
ECAR ,7702184010082,COMPLEJO B * 250 GRAG,0,0,"49,000",0
ECAR ,7702184620014,LUDIKA 20 MG * 1 TAB,0,0,"24,800",0
ECAR ,7702184620021,LUDIKA 20 MG * 4 TAB,0,0,"78,400",0
ECAR ,7702184620045,LUDIKA 5 MG * 30 TAB,0,0,"86,500",0
ECAR ,7702184620229,LUDIKA GEL LUBRICANTE * 15 S/S,0,0,"34,700",0
ECAR ,7702184510025,MENOCAL * 100 S/S,0,0,"22,500",0
ECAR ,7702184500088,MENOCAL * 100 TAB,0,0,"16,600",0
ECAR ,7702184510032,MENOCAL * 200 S/S,0,0,"31,500",0
ECAR ,7702184500392,MENOCAL MENOS CALORIAS 2 UND * 100,0,0,"15,100",0
ECAR ,7702184500026,MENOCAL POLVO * 50 S/S,0,0,"15,500",0
ECAR ,7702184020616,METRONIDAZOL 250 MG * 120 ML,0,0,"12,800",0
ECAR ,7702184560143,PASEDOL JBE * 60 ML,0,0,"23,400",0
ECAR ,7702184020159,SALBUTAMOL * 120 ML,0,0,"5,700",0
ECAR ,7703451780608,SOREL PLUS SUN PROTECTOR SOLAR GEL,0,0,"69,900",0
ECAR ,7702184110430,SULFATO FERROSO 200MG TAB CJA *,2500,0,"12,700",0
ECAR ,7702184020173,TRIMETOPRIM SULFA 40 MG + 200 MG *,0,0,"9,300",0
ECAR ,7702184020197,TRIMETOPRIM SULFA SUSP 40/200 MG *,0,0,"10,000",0
ECAR ,77014290,VITAMINA B12 * 1 ML,0,0,"4,200",0
ECO DISTRIBU,7708152336048,BOLSA ECO FARMANORTE,0,0,"3,500",0
EDGEWELL,079656552072,BANANA BOAT AQUA PROTECT FPS 50 *,10,0,"48,500",0
EDGEWELL,079656540574,BANANA BOAT AQUA PROTECT FPS 50 *,10,0,"45,000",0
EDGEWELL,079656500882,BANANA BOAT BRONCEADOR ACEITE FPS,80,0,"37,900",0
EDGEWELL,79656500257,BANANA BOAT BRONCEADOR OIL SPF 4 *,0,0,"38,500",0
EDGEWELL,79656500882,BANANA BOAT BRONCEADOR OIL SPF 8 *,0,0,"37,600",0
EDGEWELL,79656120257,BANANA BOAT PROTECTOR SOLAR FPS 50,0,0,"21,800",0
EDGEWELL,079656529296,BANANA BOAT PROTECTOR SOLAR SPF 50,0,0,"53,000",0
EDGEWELL,79656119527,BANANA BOAT PROTECTOR SOLAR SPF 50,0,0,"19,700",0
EDGEWELL,79656525250,BANANA BOAT PROTECTOR SOLAR SPF 50,0,0,"54,900",0
EDGEWELL,7703066685152,BANANA BOAT ULTRA FPS 100 * 118 ML,0,0,"44,900",0
EDGEWELL,7703066686548,BANANA BOAT ULTRA FPS 100 * 118 ML,0,0,"44,900",0
EL MANA ,7707237630248,BRONQUISAN SALVIA BUCOFARINGEO FCO,0,0,"18,000",0
EL MANA ,7707237630064,BRONQUISAN TB MASTICABLES SOBRE *,40,0,"1,900",0
EL MANA ,7707237630156,RHEUMADAUL *60GR,0,0,"20,200",0
ELI LILLY IN,7795990001795,EFFIENT 5 MG X 14 TABLS,0,0,0,0
ELI LILLY IN,7795990000958,HUMALOG 100 MG X 10 ML,0,0,"76,500",0
ELI LILLY IN,7703991449119,HUMALOG KWIKOEN INSULINA LISPRO,1000,0,"129,000",0
ELI LILLY IN,7703991000068,HUMALOG X 5 CARTUCHOS,0,0,"138,300",0
ELI LILLY IN,7501082208337,HUMULIN 70/30 * 10 ML,0,0,"84,800",0
ELI LILLY IN,7501082208153,HUMULIN N * 10 ML,0,0,"86,500",0
ELI LILLY IN,7795990001016,HUMULIN NPH X 5 CARTUCHOS,0,0,"135,400",0
ELI LILLY IN,7501082208047,HUMULIN R * 10 ML,0,0,"86,500",0
ELI LILLY IN,7501082212105,PROZAC 20 MG *28 CAP,0,0,"370,000",0
ELI LILLY IN,7795990001399,STRATTERA 40 MG X 14 CAPS,0,0,"202,300",0
ELI LILLY IN,7501082242416,STRATTERA 80 MG X 14 CAPS,0,0,"234,600",0
ELI LILLY IN,7703991000020,ZYPREXA ZYDIS 10 MG X 14 TABS,0,0,"435,000",0
ESPECIALIDAD,7707239272675,CROMAX 4% * 5 ML,0,0,"33,500",0
ESPECIALIDAD,7707239275232,DISALOT * 5 ML,0,0,"77,900",0
ESPECIALIDAD,7707239270053,DORTIM GOTAS * 6 ML,0,0,"74,100",0
ESPECIALIDAD,7707239277328,FLOBACT D * 5 ML,0,0,"99,400",0
ESPECIALIDAD,7707239272774,FLUSURE T * 5 ML,0,0,"70,000",0
ESPECIALIDAD,7707239270022,FREEGEN * 15 ML,0,0,"66,000",0
ESPECIALIDAD,7707239270060,FREEGEN GEL * 15 ML,0,0,"84,500",0
ESPECIALIDAD,7707239276291,HIALTEARS * 10 ML,0,0,"48,500",0
ESPECIALIDAD,7707239276215,HIALTEARS * 15 ML,0,0,"74,000",0
ESPECIALIDAD,7707239276284,HIALTEARS * 5 ML,0,0,"26,800",0
ESPECIALIDAD,770239275928,KAIROS PF * 5 ML,0,0,"39,200",0
ESPECIALIDAD,7707239278677,KENALER * 5 ML,0,0,"101,600",0
ESPECIALIDAD,7707239279902,KENALER R * 5 ML,0,0,"95,000",0
ESPECIALIDAD,7707239275706,MACULAREDS SUSP FRUTOS VERDES *,3000,0,0,0
ESPECIALIDAD,7707239275713,MULTIAREDS FRUTOS ROJOS SUSP * 300,0,0,"79,500",0
ESPECIALIDAD,7707239270077,OLODINA GOTAS * 5 ML,0,0,"107,400",0
ESPECIALIDAD,7707239271722,OPHTHABRACIN * 5 ML,0,0,"48,500",0
ESPECIALIDAD,7707239272279,OPHTHABRACIN-D * 5 ML,0,0,"68,900",0
ESPECIALIDAD,7707239275942,OPHTHABRACIN-D UNG OFTALMICO * 3.5,0,0,"92,500",0
ESPECIALIDAD,7707239276277,OPHTHACRIL * 15 ML,0,0,"61,900",0
ESPECIALIDAD,7707239276475,OPHTHAKER * 5 ML,0,0,"61,500",0
ESPECIALIDAD,7707239274075,OPHTHAMOLOL * 5 ML,0,0,0,0
ESPECIALIDAD,7707239276079,OPHTHASONA * 5 ML,0,0,"47,500",0
ESPECIALIDAD,7707239270084,OPTICAM * 5 ML,0,0,"75,700",0
ESPECIALIDAD,7707239270039,PREFOX T * 5 ML,0,0,"78,100",0
ESPECIALIDAD,7707239270206,QUIMOX * 5 ML,0,0,"75,700",0
ESSITY (FAMI,7702026312060,ELIMINADOR DE OLORES BAÃ‘O  FCO *,40,0,"3,400",0
ESSITY (FAMI,7702026310653,ELIMINADOR DE OLORES BAÃ‘O PACIFIC,0,0,"13,900",0
ESSITY (FAMI,7702026342159,FAMILIA HOGAR TOALLAS HUMEDAS * 40,0,0,"8,000",0
ESSITY (FAMI,7702026200213,FAMILIA SERVILLETA ACOLCHAMAX *,1000,0,"4,000",0
ESSITY (FAMI,7702026020163,FAMILIA SERVILLETAS CAFETERIA *,1000,0,"2,200",0
ESSITY (FAMI ,7702026624958,FAMILIA TOALLAS ACOLCHOMAX  3EN1 *,0,0,"15,000",0
ESSITY (FAMI,7702026196271,JABON INTIMO NOSOTRAS PRODEFENSE V,0,0,"17,500",0
ESSITY (FAMI,7702026177485,NOSOTRAS ANTIBACTERIAL PLUS TELA *,0,0,"4,400",0
ESSITY (FAMI,7702026155148,NOSOTRAS BUENAS NOCHES NOCTURNA *,20,0,"24,000",0
ESSITY (FAMI,7702026177812,NOSOTRAS DIARIOS ANTIBACTERIAL *,150,0,"2,000",0
ESSITY (FAMI,7702026178123,NOSOTRAS DIARIOS ESPUMA INTIMA X,140,0,"15,000",0
ESSITY (FAMI,7702026178925,NOSOTRAS DIARIOS LARGOS * 50 UND +,0,0,"11,300",0
ESSITY (FAMI,7702026176945,NOSOTRAS DIARIOS LARGOS C/ALAS *,200,0,"6,000",0
ESSITY (FAMI,7702027444654,NOSOTRAS DIARIOS MULTIESTILO * 150,0,0,"18,900",0
ESSITY (FAMI,7702026181758,NOSOTRAS INVISIBLE CLASICA NATURAL,0,0,"5,200",0
ESSITY (FAMI,7702026190552,NOSOTRAS INVISIBLE ORGANICO *10 +,20,0,"9,900",0
ESSITY (FAMI,7702026179663,NOSOTRAS JABON FRESCURA EXTREMA *,20,0,"24,700",0
ESSITY (FAMI,7702026177119,NOSOTRAS JABON INTIMO HERBAL * 200,0,0,"18,000",0
ESSITY (FAMI,7702026180911,NOSOTRAS JABON INTIMO HERBAL * 200,0,0,"19,700",0
ESSITY (FAMI,7702026176761,NOSOTRAS JABON INTIMO HERBAL SOBRE,0,0,"5,500",0
ESSITY (FAMI,7702026179656,NOSOTRAS JABON INTIMO HERBAL X 200,0,0,"20,000",0
ESSITY (FAMI,7702026184483,NOSOTRAS JABON INTIMO HIDRATANTE-V,0,0,"11,900",0
ESSITY (FAMI,7702026193157,NOSOTRAS JABON INTIMO RELAJANTE *,20,0,"15,900",0
ESSITY (FAMI,7702026193133,NOSOTRAS JABON INTIMO RELAJANTE *,50,0,"11,900",0
ESSITY (FAMI,7702026181789,NOSOTRAS JABON INTIMO SENSITI-V *,10,0,"11,100",0
ESSITY (FAMI,7702026177188,NOSOTRAS JABON INTIMO SENSITI-V *,50,0,"11,900",0
ESSITY (FAMI,7702026177508,NOSOTRAS JABON INTIMO SENSITIVE *,70,0,"4,200",0
ESSITY (FAMI,7702026180492,NOSOTRAS JABON SENSITI-V * 200 ML+,0,0,"18,500",0
ESSITY (FAMI,7702027440182,NOSOTRAS MATERNIDAD X 10 + LACTI X,0,0,"14,900",0
ESSITY (FAMI,7702027417788,NOSOTRAS NATURAL PLUS CANAL GEL +2,0,0,"6,500",0
ESSITY (FAMI,7702026198718,NOSOTRAS NATURAL PLUS CANAL GEL X,10,0,"6,500",0
ESSITY (FAMI,7702027417634,NOSOTRAS NATURAL PLUS CANALGEL *30,0,0,"16,700",0
ESSITY (FAMI,7702026145491,NOSOTRAS TAMPON DIGITAL MINI X 10,0,0,"8,800",0
ESSITY (FAMI,7702027444784,NOSOTRAS TAMPON DIGITAL REGULAR *,10,0,"11,500",0
ESSITY (FAMI,7702027435362,NOSOTRAS TAMPON DIGITAL REGULAR X,30,0,"1,890",0
ESSITY (FAMI,7702027435508,NOSOTRAS TAMPONES CON APLICADOR *,80,0,"15,900",0
ESSITY (FAMI,7702026191108,NOSOTRAS TAMPONES REGULAR ORGANICO,0,0,"15,300",0
ESSITY (FAMI,7702027444838,NOSOTRAS TAMPONES SUPER * 12 UND +,0,0,"12,000",0
ESSITY (FAMI,7702027429415,NOSOTRAS ULTRA INVISIBLE TELA ALAS,0,0,"13,100",0
ESSITY (FAMI,7702027429798,NOSOTRAS ULTRA INVISIBLE X 8 UND +,0,0,"6,900",0
ESSITY (FAMI,7702026328719,PAÃ‘UELOS FAMILIA CUBO 60 HOJAS *,20,0,"13,100",0
ESSITY (FAMI,7702026186029,PAPEL HIG FAMILIA  GRANDE PLUS * 1,0,0,"1,300",0
ESSITY (FAMI,7702026190002,PEQUEÃ‘IN BABY PANTS ET 5 X 30 UND,0,0,"41,900",0
ESSITY (FAMI,7707181150588,PEQUEÃ‘IN EXTRAPROTECCION 3/G * 60,0,0,"47,800",0
ESSITY (FAMI,7707181105915,",7PEQUEÃ‘IN EXTRAPROTECCION ET 1 *",100,0,"6,900",0
ESSITY (FAMI,7702026144333,PEQUEÃ‘IN EXTRAPROTECCION ET 1 X,300,0,"19,500",0
ESSITY (FAMI,7707181151332,PEQUEÃ‘IN EXTRAPROTECCION ET 2  X,10,0,"6,800",0
ESSITY (FAMI,7707181105939,PEQUEÃ‘IN EXTRAPROTECCION ET 2 *,300,0,"22,500",0
ESSITY (FAMI,7707181150717,PEQUEÃ‘IN EXTRAPROTECCION ET 2 *,500,0,"37,500",0
ESSITY (FAMI,7707181105946,PEQUEÃ‘IN EXTRAPROTECCION ET 3  X,10,0,"10,200",0
ESSITY (FAMI,7707181150519,PEQUEÃ‘IN EXTRAPROTECCION ET 3 X,500,0,"44,100",0
ESSITY (FAMI,7707181105984,",7PEQUEÃ‘IN EXTRAPROTECCION ET 5  X",10,0,"11,500",0
ESSITY (FAMI,7707181105991,PEQUEÃ‘IN EXTRAPROTECCION ET 5  X,30,0,"37,000",0
ESSITY (FAMI,7707181150526,PEQUEÃ‘IN EXTRAPROTECCION ETAP 4 X,0,0,"54,600",0
ESSITY (FAMI,7707181159253,PEQUEÃ‘IN EXTRAPROTECCION ETP 2 *,30,0,"21,000",0
ESSITY (FAMI,7707181105960,PEQUEÃ‘IN EXTRAPROTECCION ETP 3 X,30,0,"24,400",0
ESSITY (FAMI,7702026031343,PEQUEÃ‘IN PAÃ‘ITOS HUMEDOS ORIG X,50,0,"8,300",0
ESSITY (FAMI,7702026034153,PEQUEÃ‘IN PAÃ‘OS HUMEDOS ACOLCHADA,0,0,"6,300",0
ESSITY (FAMI,7702026314415,PEQUEÃ‘IN PAÃ‘OS HUMEDOS ALOE * 50,0,0,"10,500",0
ESSITY (FAMI,7702026313814,PEQUEÃ‘IN PAÃ‘OS HUMEDOS ALOE * 70,0,0,"13,500",0
ESSITY (FAMI,7702026313845,PEQUEÃ‘IN PAÃ‘OS HUMEDOS ALOE MEGA,0,0,"16,900",0
ESSITY (FAMI,7702026319533,PEQUEÃ‘IN PAÃ‘OS HUMEDOS NARICITAS,0,0,"4,700",0
ESSITY (FAMI,7702026146603,PEQUEÃ‘IN PREMIUM TOUCH ET 2/M *,400,0,"30,000",0
ESSITY (FAMI,7702026146627,PEQUEÃ‘IN PREMIUM TOUCH ET 3/G *,340,0,"28,900",0
ESSITY (FAMI,7702026034238,PEQUEÃ‘IN TOALLITAS ACOLCHAMAX *,400,0,"10,000",0
ESSITY (FAMI,7702026192655,POMYS AGUA MICELAR DESMAQ PEPINO Y,0,0,"17,500",0
ESSITY (FAMI,7702026321475,POMYS RUEDITAS ALGODON *120 UND P/,0,0,"13,000",0
ESSITY (FAMI,7702026154813,TAMPONES NOSOTROS DIGITAL SUPER *,30,0,"16,800",0
ESSITY (FAMI,7702027472114,TENA FOR MEN PROTECTOR * 8 LLEVE,100,0,"10,000",0
ESSITY (FAMI,7702026181949,TENA PANTS CLASICO M * 16 UND,0,0,"53,600",0
ESSITY (FAMI,7702027478055,TENA SLIP CLASICO (ANTES BASIC) XL,0,0,"4,200",0
ESSITY (FAMI,7702027478611,TENA SLIP ULTRA M * 21 UND,0,0,"82,000",0
ESSITY (FAMI,7706026174637,TENA SLIP ULTRA M *30 UND,0,0,"85,000",0
ESSITY (FAMI,7702026195205,TOALLAS HÃºMEDAS TENA 3 EN 1 X 100,0,0,"39,000",0
ESTELENA SAS,7709990275773,SHANPU HAIR STABIL,0,0,0,0
ESTELENA SAS,7709990275711,TONICO HAIR STABIL,0,0,0,0
ETERNA ,7702037202213,BOLSA AGUA CALIENTE CON ACCESORIOS,0,0,"42,200",0
ETERNA ,7702037202220,BOLSA AGUA CALIENTE SIN ACCESORIOS,0,0,"34,500",0
ETERNA ,7701027918189,BRINOR GUANTE DOMESTICO TALLA,80,0,"7,200",0
ETERNA ,7702037650595,CHUPO DE ENTRETENCION MAGICAL 6-18,0,0,"13,300",0
ETERNA ,7702037620307,CHUPO MUNCHI SILICONA PQ X 12U,0,0,0,0
ETERNA ,7702037600408,CHUPO SILICONA MUNCHI F/RAPID X,20,0,0,0
ETERNA ,7702037630238,CORTA UÃ‘AS PARA BEBE MUNCHI,0,0,0,0
ETERNA ,7702037510790,EQUIPO MACRO VENOCLISIS C/A,0,0,"2,000",0
ETERNA ,7709373102122,EXAMTEX GUANTES LATEX PLUS TALLA L,0,0,"27,132",0
ETERNA ,011088452106032,GASA ESTERIL PRECORT 7.6*7.6 SOBRE,0,0,600,0
ETERNA ,7703147300790,GUANTES DE VINILO DESECHABLE TALLA,0,0,"20,000",0
ETERNA ,7702037650557,MUNCHI MAMILA ENTRETENCION MAGICAL,0,0,"8,400",0
ETERNA ,7702037650618,MUNCHI VASO ENTRETENCION MAGICAL,120,0,"10,400",0
ETERNA ,7707195904610,PEZONERA RICHARD,0,0,"3,600",0
ETERNA ,7702037651257,SONAJERO MILKY UNDAD,0,0,"4,400",0
ETERNA ,010402670430141,SONDA FOLEY 2 VIAS N.,240,0,"3,200",0
ETERNA ,7707221290045,SONDA NELATON N. 14,0,0,"3,000",0
ETERNA ,7707187610918,TAPON HEPARINIZADO,0,0,800,0
ETERNA ,7702037620338,TETERO BIBERON MUNCHI BOCA ANCHA 5,0,0,"10,500",0
ETERNA ,7702037650502,TETERO BIBERON MUNCHI BOCA ANCHA 5,0,0,"8,900",0
ETERNA ,7702037650519,TETERO BIBERON MUNCHI BOCA ANCHA 8,0,0,"10,500",0
ETERNA ,7702037620123,TETERO BIBERON MUNCHI BOCA ANGOSTA,0,0,"5,200",0
ETERNA ,7702037651202,TETERO MILKY 7 OZ,0,0,"9,800",0
ETERNA ,7702037651233,TETERO MILKY 8 OZ MARACA,0,0,"10,300",0
ETERNA ,7702037651394,TETERO MUNCHI BOCA ANGOST DECORADO,0,0,"8,000",0
ETERNA ,8003670642183,TETINA ANAT JUGOS 4-64218,0,0,0,0
ETERNA ,7702037511520,TUBO ENDOTRAQUEAL 3.5MM S/BALON  *,0,0,"2,600",0
ETYC ,7707177560339,OFTALETYC-NF,0,0,"17,200",0
EUROETIKA,7704232851623,AKNON GEL * 100 ML,0,0,"56,500",0
EUROETIKA,7704232001189,ARTROFITUM * 30 TAB,0,0,"160,000",0
EUROETIKA,3578831703010,ARTROFITUM 3D 435 MG * 84 CAP,0,0,"107,000",0
EUROETIKA,7704232001219,BIOTOPIX * 50 GR,0,0,"125,900",0
EUROETIKA,7704232920220,BUCCOTHERM ENJ BUCAL S/ALCOHOL *,300,0,"48,500",0
EUROETIKA,7704232001288,CYS-CONTROL * 20 S/S,0,0,"131,500",0
EUROETIKA,7704232002001,ESQUERAT GEL * 30 GR,0,0,"75,900",0
EUROETIKA,7704232001875,EXNA SERUM ANTI-PICAZON PIEL GRASA,0,0,"29,000",0
EUROETIKA,7704232000458,FITOSTIMOLINE * 6 OVULOS,0,0,"96,100",0
EUROETIKA,7704232000946,FITOSTIMOLINE GEL * 15 GR,0,0,"55,100",0
EUROETIKA,7704232000960,FITOSTIMOLINE GEL * 32 GR,0,0,"89,800",0
EUROETIKA,7702207128831,HIRUDOID GEL * 40 GR,0,0,"71,200",0
EUROETIKA,7501124813277,LAMISIL CREMA * 15 GR,0,0,"41,100",0
EUROETIKA,7311620013671,LAMISIL SPRAY * 30 ML,0,0,"50,600",0
EUROETIKA,7704232001127,PENALGIN * 10 TAB,0,0,"75,100",0
EUROETIKA,7704232001240,PENALGIN * 6 TAB,0,0,"42,900",0
EUROETIKA,7704232001738,REPOISE * 30 CAP,0,0,"75,300",0
EUROETIKA,7704232001097,SKINPRED GEL * 15 GR,0,0,"79,500",0
EUROETIKA,7704232001363,SKINPRED ULTRA * 15 GR,0,0,"99,600",0
EUROETIKA,7709990474374,SODERMIX CREMA * 30 GR,0,0,"147,700",0
EUROETIKA,7704232001592,TOPICREM CREMA ULTRA-HIDRATANTE *,20,0,"62,500",0
EUROETIKA,7704232001226,VENATIL * 45 CAP,0,0,"98,500",0
EUROETIKA,7704232001554,VENATIL GEL * 50 ML,0,0,"62,200",0
EUROETIKA,7709990853896,XEROLYS 10 * 200 ML,0,0,"48,500",0
EUROETIKA,7709990474336,XEROLYS 50 * 40 ML,0,0,"79,300",0
EUROFARMA,7702973043529,ACIBIOGEL CANELA * 360 ML,0,0,"20,000",0
EUROFARMA,7702973043789,ACIBIOGEL GUANABANA * 120 ML,0,0,"12,000",0
EUROFARMA,7702973043772,ACIBIOGEL GUANABANA * 360 ML,0,0,"20,000",0
EUROFARMA,7703153016265,ALZIT 10 MG * 28 TAB,0,0,"136,700",0
EUROFARMA,7703153016272,ALZIT 5 MG * 28 TAB,0,0,"68,000",0
EUROFARMA,7891317199739,BETAHISTINA DICLORHIDRATO 16 MG *,30,0,"50,000",0
EUROFARMA,7706263210103,CALMIDOL DC * 40 TAB,0,0,"28,600",0
EUROFARMA,7706263200371,CALMIDOL MAX * 6 TAB,0,0,"13,200",0
EUROFARMA,7501050615365,CELESTONE HYPAK 8 MG * 2 ML,0,0,"30,300",0
EUROFARMA,7703153033880,CLINDAMIZOL OVU VAG 100+400 MG CJA,0,0,"80,100",0
EUROFARMA,7706127002271,CLOBETASOL PROPIONATO 0.05 % CREMA,0,0,"17,500",0
EUROFARMA,7706127001960,CODEFEN * 10 TAB,0,0,"28,100",0
EUROFARMA,7706127003704,DITOPAX * 50 TAB,0,0,"40,500",0
EUROFARMA,7702123008620,DITOPAX F * 25 TAB,0,0,"30,000",0
EUROFARMA,7702502017519,DITOPAX LIQ * 180 ML,0,0,"25,500",0
EUROFARMA,7702502014051,DITOPAX MENTA VAINILLA * 180 ML,0,0,"26,700",0
EUROFARMA,7891317188580,DOLORO 5 MG * 15 TAB,0,0,"58,700",0
EUROFARMA,7891317186951,DOLORO 5 MG * 30 TAB,0,0,"106,200",0
EUROFARMA,7706127001397,ETOX 120 MG * 7 TAB,0,0,"65,700",0
EUROFARMA,7706127001359,ETOX 60 MG * 14 TAB,0,0,"90,000",0
EUROFARMA,7706127001373,ETOX 90 MG * 14 TAB,0,0,"109,800",0
EUROFARMA,7703153015398,GELPIN 50 MG * 2 CAP,0,0,"12,000",0
EUROFARMA,7703153018702,ISPERIN 2 MG * 28 TAB,0,0,"27,400",0
EUROFARMA,7703153018696,ISPERIN 3 MG * 28 TAB,0,0,"29,600",0
EUROFARMA,7709990742862,KAL-D MAX SUPLEMENTO DIETARIO * 30,0,0,"30,000",0
EUROFARMA,7706127005418,KLEAR PLUS * 120 ML,0,0,"53,400",0
EUROFARMA,7706127003728,LET 2.5 MG * 30 TAB,0,0,"70,700",0
EUROFARMA,7703258011424,NEOSALDINA GOTAS * 30 ML,0,0,"63,900",0
EUROFARMA,7706263202603,PAX DIA * 6 GR,0,0,"25,500",0
EUROFARMA,7706263200616,PAX DIA NARANJA * 24 S/S,0,0,"67,000",0
EUROFARMA,7706263200449,PAX MAX GEL * 6 CAP,0,0,"5,000",0
EUROFARMA,7706263003798,PEPSAMAR * 100 TAB,0,0,"35,000",0
EUROFARMA,7706263003026,PEPSAMAR PLUS * 150 ML,0,0,"19,200",0
EUROFARMA,7703258113135,PILOGAN LOCION ULTRA 5% * 60 ML,0,0,"117,500",0
EUROFARMA,7891317196448,PRINF 750 MG * 5 TAB,0,0,"189,100",0
EUROFARMA,7703153020439,PROLANZ FAST 5 MG * 7 TAB,0,0,"16,000",0
EUROFARMA,7709028347564,SINPOX * 100 ML,0,0,"23,000",0
EUROFARMA,7702973015144,STOPEN 20 MG * 2 AMP,0,0,"20,000",0
EUROFARMA,7702973029745,STOPEN 20 MG * 5 AMP,0,0,0,0
EUROFARMA,7702973015069,STOPEN 20 MG AMP,0,0,0,0
EUROFARMA,7702973015076,STOPEN 40 MG * 1 AMP,0,0,"12,600",0
EUROFARMA,7702973015151,STOPEN 40 MG * 2 AMP,0,0,0,0
EUROFARMA,7702973029738,STOPEN 40 MG * 5 AMP,0,0,"60,000",0
EUROFARMA,7702973017070,STOPEN GEL * 20 GR,0,0,"34,000",0
EUROFARMA,7891317013042,TADA 5 MG * 30 TAB,0,0,"170,700",0
EUROFARMA,7706127002660,TROK G * 20 GR,0,0,"59,600",0
EUROFARMA,7891317149963,VAST 20 MG * 30 TAB,0,0,"56,400",0
EUROFARMA,7891317149994,VAST 40 MG * 30 TAB,0,0,"63,600",0
EUROFARMA,7702973444012,",2VIREX * 90 ML",0,0,"48,500",0
